marca;codigoInterno;nombre;categoria;descripcion;precio;stock
Black Panther;BP-TB13;Taladro de banco 13 mm - 350 w - 5 Velocidades  - Black Panther BP-TB13 ;Herramientas electricas_Perforacion;Perforadora profesional BLACK PANTHER de 13 mm. con motor monofásico de 220 V/50 Hz y de 350 W de potencia. Especialmente diseñada para el uso profesional y hogar por sus dimensiones compactas y peso reducido.;134.132,00;13
Black Panther;BP-TB16;Taladro de banco 16 mm - 375 w - 12 Velocidades  - Black Panther BP-TB16 ;Herramientas electricas_Perforacion;Perforadora profesional BLACK PANTHER de 16 mm. con motor monofásico de 220 V / 50 Hz y 375 W de potencia. Especialmente diseñada para el uso profesional y hogar por sus dimensiones compactas y peso reducido. Posee un mandril para mechas de entre 3 y 16 mm con un recorrido de 60 mm, una altura de 900 mm y un peso total de 42 Kg.;309.249,00;3
Black Panther;BP-TB16H;Taladro de banco 16 mm - 500 w - 9 Velocidades  - Black Panther BP-TB16H ;Herramientas electricas_Perforacion;;204.303,00;7
Black Panther;BP-TB16HMO;Taladro de banco de 16mm 500 W- 9 Velocidades - Incluye Morsa - Black Panther BP-TB16HMO ;Herramientas electricas_Perforacion;;268.271,00;17
Black Panther;BP-HBAT10;Taladro de Impacto y Percutor Inalambrico 2 Velocidades Incluye Maletin + 1 Bateria 2.0Ah + Cargador - Black Panther ;Herramientas electricas_Perforacion;"- Voltaje: DC-20V
- Tipo de motor: Carbones
- Velocidad en vacio: 0-40/0-1500RPM
- Impacto: 0-6000/0-22500 IPM
- Torque max: 30NM
- Mandril plastico: 10mm
- Ajustes de torque: 18+1+1
- Capacidad: Metal 10mm / Madera 20mm";112.499,00;108
Black Panther;BP-TC25;Taladro de pie 1100w - 25mm - 380V  - Black Panther BP-TC25 ;Herramientas electricas_Perforacion;"Perforadora de pie profesional de 25 mm. 
Ideal para talleres e industrias por su robustez. 
Cuenta con motor trifásico de 1100 W.";1.425.477,00;1
Black Panther;BP-TC32;Taladro de pie 1100w - 32mm - 380V  - Black Panther BP-TC32 ;Herramientas electricas_Perforacion;Perforadora de pie profesional Black Panther de 32 mm. Ideal para talleres e industrias por su robustez. Cuenta con motor trifásico de 1500 W. y 12 velocidades, lo que permite que se adapte a la necesidad del usuario. Las dimensiones de la mesa es de 420 x 480 mm y de altura tiene 1.71 m conformando una herramienta cómoda para el trabajo.;1.296.611,00;1
Black Panther;BP-TC16;Taladro de pie 550w - 16mm - 220V  - Black Panther BP-TC16 ;Herramientas electricas_Perforacion;"Perforadora profesional de 16 mm. con motor monofásico de 550 W para uso profesional. 
Posee un mandril con capacidad para utilizar mechas de 3 a 16 mm, un recorrido máximo de husillo de 80 mm y 16 velocidades de trabajo. 
Con una altura de 1600 mm y un diámetro de columna de 72 mm, es una herramienta ideal para un taller mediano e incluso industrial gracias a su gran robustez.";500.760,00;2
Black Panther;BP-D52CC_R0006;Tanque de Nafta para Desmalezadora ;Repuestos;Codigo anterior: BP-D52CC_REP.6;15.875,00;35
Black Panther;BP-TDR25;Tanza  p/ Desmalezadora 2.5 mm Redonda Bobina 1 kg  - Black Panther BP-TDR25 ;Consumibles;- Contiene 167 Mts la bobina;18.898,00;98
Black Panther;BP-TDC30;Tanza  p/ Desmalezadora 3.0 mm Cuadrada Bobina 1 Kg  - Black Panther BP-TDC30 ;Consumibles;- Contiene 106 Mts la bobina;18.898,00;19
Black Panther;BP-TDC30M;Tanza Cuadrada de 3mm para Desmalezadora x Metro  - Black Panther BP-TDC30M ;Consumibles;;63;33
Black Panther;BP-TDR30;Tanza p/ Desmalezadora 3.0 MM Redonda Bobina x 1 Kg  - Black Panther BP-TDR30 ;Consumibles;- Contiene 120 mts la bobina;18.898,00;86
Black Panther;BP-TDC25;Tanza p/Desmalezadora 2.5 MM Cuadrada Bobina 1 Kg - Black Panther BP-TDC25 ;Consumibles;- Contiene 152 Mts la bobina;18.898,00;55
Black Panther;BP-TDR25M;Tanza redonda de 2.5mm para desmalezadora x Metro  - Black Panther BP-TDR25M ;Consumibles;;54;475
Black Panther;BP-TDR30M;Tanza redonda de 3mm para desmalezadora x Metro  - Black Panther BP-TDR30M ;Consumibles;;63;58
Black Panther;BP-D52CC_R0005;Tapa tanque de nafta de desmalezadora Black Panther ;Repuestos;Codigo anterior: BP-D52CC_REP.10;6.685,00;42
Black Panther;NO-18-1;TOBERA 15AK- CONICA  - Black Panther NO-18-1 ;Accesorios;;2.044,00;13
Black Panther;NO-15-1;TOBERA 25AK- CONICA  - Black Panther NO-15-1 ;Accesorios;;726;44
Black Panther;NO-16-1;TOBERA 36KD- CONICA  - Black Panther NO-16-1 ;Accesorios;;1.271,00;147
Black Panther;BP-15AK;Torcha mb15ak completa- largo 3 m  - black panther bp-15ak ;Accesorios;;90.868,00;22
Black Panther;BP-36KD;Torcha mb36kd completa- largo 4 m  - black panther bp-36kd ;Accesorios;;177.988,00;8
Black Panther;BP-25AK;Torcha para soldadora mig - 4 Metros  - Black Panther BP-25AK ;Accesorios;;145.201,00;2
Black Panther;BP-WP17;Torcha wp17 completa- largo 4 m  - black panther bp-wp17 ;Accesorios;;79.437,00;5
Black Panther;BP-WP17R;Torcha wp17 completa- largo 4 m  robinete  - black panther bp-wp17r ;Accesorios;;128.526,00;10
Black Panther;BP-WP9;Torcha wp9 completa (alta frecuencia refrigerada por aire con pulsador)- largo 4 m  - black panther bp-wp9 ;Accesorios;;67.524,00;5
Black Panther;BP-TRQ20220NM1/2;Torquimetro 1/2'' 72 Dientes / 20-210 N.M ;Herramientas manuales_Fijacion;;100.917,00;7
Black Panther;BP-TC42635H;Tractor Cortacesped 42'' 635cc Transmision Hidrostatica 18HP ;Jardin y agro_Tractores;"- Motor OHV 4 Tiempos Bicilindrico 635cc
- Transmision hidrostatica
- Corte 42'' (1080mm)
- Motor Loncin LC2P76F - Bicilindrico
- Tipo OHV 4 tiempos - 635cc
- Arranque electrico
- Transmision Hidrostatica
- Ac. de cuchillas: electromagnetico
- Altura de corte: 30-90 mm / 6 Posiciones de corte
- Sistema de corte: Triturador y descarga lateral
- Tanque combustible: 8.5 litros
- Cantidad de cuchillas: 2
- Ruedas: 15'' delantera 18'' trasera";5.514.030,00;3
Black Panther;BP-TC4215H;Tractor Cortacésped 42'' Hidrostatico 546cc - Black Panther TCH4215H ;Jardin y agro_Tractores;;5.017.635,00;2
Black Panther;BP-M52CC_REP.3;Trinquete de arranque  - Black Panther BP-M52CC_REP.3 ;Repuestos;;6.750,00;102
Black Panther;NO-32-1;TUBOS DE CONTACTO  0.6MM/.023''  - Black Panther NO-32-1 ;Accesorios;;668;198
Black Panther;NO-32-2;TUBOS DE CONTACTO 0.8MM/.030''  - Black Panther NO-32-2 ;Accesorios;;667;175
Black Panther;NO-32-3;TUBOS DE CONTACTO 0.9MM/.035''  - Black Panther NO-32-3 ;Accesorios;;668;24
Black Panther;NO-34-2;TUBOS DE CONTACTO M6X25MM CUCRZR 0.9MM/035''  - Black Panther NO-34-2 ;Accesorios;;324;376
Black Panther;NO-33-2;TUBOS DE CONTACTO M6X25MM ECU  0.8MM/030''  - Black Panther NO-33-2 ;Accesorios;;203;19
Black Panther;NO-34-3;TUBOS DE CONTACTO M6X28MM CUCRZR 1.2MM/045''  - Black Panther NO-34-3 ;Accesorios;;324;145
Black Panther;NO-33-1;TUBOS DE CONTACTO M6X28MM ECU 0.6MM/023''  - Black Panther NO-33-1 ;Accesorios;;203;100
Black Panther;BP-VCL65;Vibrador de Hormigon Motor Loncin G200F 6.5 Hp  - Black Panther BP-VCL65 ;Construccion_Motoimplementos;"- Tipo de motor: Naftero
- Fuerza centrifuga: 13 KN
- Profundidad de compactación: 30 cm
- Rendimiento: 346 m2/h
- Potencia: 6.5 HP
- Motor: Loncin G200F
- Peso: 22kg
- No incluye manguera
- Uso compatibles con puntas vibratorias de (mm): 28, 32, 38, 45, 50, 60 y 70";447.107,00;8
Black Panther;BP-VP80R40;Vibroapisonador - Robin Engine EH-12 4 Hp - 76kg - Doble Filtro de Aire y Tapa Plastica - Black Panther BP-VP80R40 ;Construccion_Motoimplementos;"Vibroapisonador profesional. Ideal para compactación de suelo en áreas confinadas, tales como obras de saneamiento, instalaciones hidráulicas, eléctricas, compactación de suelo en zanjas, alrededor de postes y en espacios delimitados. Permite una buena compactación en la mayoría de los suelos: arena, grava, arcilla o materiales cohesivos.

Especificaciones de producto
Motor: Robin EH 12-2D
Potencia: 4,0 Hp
Fuerza de impacto: 13,7 kN
Salto/golpe máximo: 85 mm/ 680 min
Dimensión de la zapata: 345X258 mm
Tanque de combustible: 2,8 L";2.794.421,00;1
Black Panther;BP-DB2000680N;Zorra 2,0tn / 680 / Rueda Doble Nylon  - black panther bp-db2000680n ;Construccion_Carga;"- Altura min: 75mm
- Altura Max: 190mm
- Ancho de Uña: 680mm
- Largo de Uña: 1220mm";384.160,00;1
Black Panther;BP-DF2500680N;Zorra 2,5tn // 680 // rueda nylon  - black panther bp-df2500680n ;Construccion_Carga;;416.174,00;2
Black Panther;BP-CBD20W;Zorra a bateria 2,0tn // 685 mm // pu  - black panther bp-cbd20w ;Construccion_Carga;"Especificaciones de producto
Capacidad de carga Q (kg): 2000
Distancia del centro de carga C (mm): 600
Altura de la horquilla, bajada h13 (mm): 75
Tamaño de neumático, delantero (mm): ? 195×70
Tamaño de neumático, trasero simple (mm): ?74×93
Tamaño de neumático, trasero doble (mm): ?74×70
Numero de ruedas delanteras traseras (X=ruedas motrices): 1×2 (4)
Altura máxima de elevación h2 (mm): 180
Altura del timón en posición de conducción min/máx. h14 (mm): 1310
Longitud total l1 (mm): 1595
Longitud hasta la cara de las horquillas l2 (mm): 375
Ancho total b1 (mm): 685
Dimensiones de la horquilla s/e/l (mm): 1220
Ancho total de horquillas b5 (mm): 685
Ancho de pasillo para pallets 1000×1200 (1200 transversales) ast (mm): 2184
Ancho de pasillo para pallets 800×1200 (1200 longitudinalmente) ast (mm): 2035
Radio de giro wa (mm): 1415
Velocidad de desplazamiento, con/sin carga (km/h): 4.5/5
Voltaje de la batería/capacidad nominal K20 (V/ah): 24/105
Dimensiones de la batería l/w/h (mm): 260/169/215
Peso de la batería (kg): 49
Peso de servicio con batería (kg): 250";1.929.814,00;1
Brogas;BROAIS-02;Aislante Térmico Broksol 1 Persona 10mm Goma Eva - Brogas AIS-02 ;Accesorios;;17.101,00;14
Brogas;BROAIS-01;Aislante Térmico Broksol 1 Persona 10mm Goma Eva + Aluminio - Brogas AIS-01 ;Accesorios;;18.300,00;7
Brogas;BRO465-NE;Anafe 1Hornalla Encendido Electrónico p/Cartucho de Gas Butano con Valija - Brogas 465-M ;Hogar_Coccion;;44.439,00;5
Brogas;BROAN-02-PNE;Anafe eléctrico 2000w con fusible térmico y 2 Hornallas - Brolux AN-02-PNE ;Hogar_Coccion;"- Anafe eléctrico de 2 hornallas
- Fusible térmico
- Consumo: 2.000 Watts";64.939,00;1
Brogas;BROGL-06;Calentador para cartucho sistema clip - Brogas GL-06 ;Hogar_Climatizacion;"- Calentador para cartucho de 227 gr
- Sistema CLIP
- Ideal para camping";37.799,00;4
Brogas;BROCAL-A01;Caloventor de aire vertical 2000w - Brolux CAL-A01 ;Hogar_Climatizacion;"- 6 Cuotas sin Interés del precio de CONTADO
- Caloventor eléctrico instantáneo de aire vertical.
- El caloventor Brolux te permite calefaccionar ambientes pequeños con mayor rapidez ya que cuenta con 1.000 ? 2.000 Watts de potencia.
- Ideal para la climatización de ambientes de 20 m².
- Portátil: posee manija para poder transportar fácilmente.
- Posee protección contra el sobrecalentamiento.
- Control automático de temperatura por termostato regulable.
- Selector de función: 2 niveles de calefacción.
- Opción ventilador.
- Luz de encendido.
- Cumple todas las normas de seguridad.";15.868,00;1
Brogas;BRO477;Cartucho Descartable a Rosca de 230Grs Gas Butano - Brogas 477 ;Accesorios;;7.691,00;20
Brogas;BRO466-I;Cartucho Descartable de 227gr de Gas Butano - Brogas 466-I ;Accesorios;;2.607,00;1.126,00
Brogas;BROMES-2;Mesa Plegable con base de madera y bolso de transporte - Brogas MES-2 ;Hogar_Jardin;"- La estructura de aluminio es plegable, y la tapa de madera se enrolla, para poder guardarla en su funda de transporte.
- Es liviana y ocupa poco espacio, la podés llevar siempre en el auto, y utilizarla en tus viajes de camping, pesca, día de campo, o en el jardín de tu casa.
- Una vez armada la podés mover de lugar sin problema sin que se desarme.";207.197,00;3
Brogas;BROMES-3;Mesa Plegable patas y base de aluminio con bolso de transporte - Brogas MES-3 ;Hogar_Jardin;"- El tablero superior consiste en listones de aluminio enrrollables, que al desplegarlos forman la tabla. Por debajo se ponen dos varillas para que la mesa quede rígida.
- Nos resta acoplarle las patas por debajo y ya está lista para usar.
- Incluye un bolso de transporte.
- Capacidad de resistencia aproximada: 30 kg.
- Estructura de aluminio, lo que la hace muy liviana.
- Medidas en bolso de transporte: 70 cm largo x 13 cm x 13 cm.
- Espesor de tablas de aluminio: 1 cm.
- Ideal para llevar en nuestras vacaciones de camping, pesca, a la playa o simplemente pasar un día al aire libre. En casa la podemos utilizar como mesa auxiliar para el jardín o cuando recibimos muchos comensales.
- Peso 2,775 kg";196.942,00;4
Brogas;BRO5401;Pantalla con piloto analizador de ambiente 1300 Kcal - Brogas 5401 ;Hogar_Climatizacion;"- Pantalla con piloto analizador de ambiente, para gas Natural o Envasado
- 1.300 Kcal
- Marco enlozado
- Cámara de combustión galvanizada
- Encendido: Manual
- Sistema de seguridad por medio de termocupla y piloto analizador de ambiente
- Incluye soporte para amurar";102.768,00;3
Brogas;BRO6004;Parrilla Plegable de Enrrollar con Funda (6004) ;Hogar_Jardin;;69.579,00;1
Brogas;BRO2703;Soldador Brogas Sistema Clip p/Cartucho 227g - Brogas 2703 ;Accesorios;;9.545,00;6
Brogas;BRO2750-13-G;Soplete Techista 50 Mm Con Gatillo Manguera P/Garra 1-2-3 Kg - Brogas 2750-13-G ;Herramientas manuales;;24.850,00;1
Brogas;BRO2750-13;Soplete Techista 50 Mm ConManguera P/Garra 1-2-3 Kg - Brogas 2750-13 ;Herramientas manuales;;17.988,00;1
Caterpillar;CATDX331;Amoladora Angular 115/ 125 mm - 900 W - CAT DX331 ;Herramientas electricas_Corte;"- Potencia: 900W
- Ø Disco: 125mm
- Vel: 12000 Rpm
- Rosca De Husillo: M14
- Ø Interno Disco: 22.2 MM
- Peso: 1.80kg

- Diseño de cuerpo delgado
- Interruptor deslizante de encendido/apagado
- Bloqueo del eje
- La rejilla desmontable evita daños por escombros
- Sistema de ventilación mejorado para enfriar rápidamente la temperatura de trabajo del motor
- Mango auxiliar de 2 posiciones
- Protector ajustable sin herramientas
- Almacenamiento de llaves en mango auxiliar
- Con protección de arranque accidental

- Incluye:
- Protector de disco
- Mango Auxiliar
- Llave inglesa

- 1 año de garantia";108.004,00;3
Caterpillar;CATDX31B;Amoladora angular 115mm inalámbrica - 18v - CATDX31B ;Herramientas electricas_Corte;"- Voltaje: 18 V
- Velocidad: 8500 Rpm 
- Ø Disco: 115 MM
- Rosca De Husillo: M14
- Ø Interno Disco: 22.2 MM";486.210,00;6
Caterpillar;CATDX36;Amoladora angular 1200w - 125mm - Caterpillar CATDX36 ;Herramientas electricas_Corte;"Entrada de potencia nominal: 1200W
Diametro Disco: 125 MM
Vel: 10000/min
Rosca De Husillo: M14
Diametro Interno Disco: 22.2 mm";215.987,00;1
Caterpillar;CATDX352;Amoladora angular 7'' 180mm 2250w - CATDX352 ;Herramientas electricas_Corte;"Incluye:

Protector de disco de corte
Llave inglesa
Mango Auxiliar
Manual de uso";222.829,00;5
Caterpillar;CATDX371;Amoladora Angular 750w - 4 1/2'' - CATDX371 ;Herramientas electricas_Corte;"- Potencia nominal: 750 W.
- Tamaño del disco: 115mm/125 mm.
- Velocidad nominal: 12000 rpm.
- Tipo de embalaje: Caja
- Rosca del husillo: M14
- Interruptor deslizante de encendido/apagado
- Bloqueo del eje
- La rejilla desmontable evita daños por escombros
- Sistema de ventilación mejorado para enfriar rápidamente la temperatura de trabajo del motor
- Peso: 1.5 Kg.

Incluye:

- Protector de la rueda para rectificar
- Mango Auxiliar
- Llave de ajuste
- Manual de Usuario";64.317,00;1
Caterpillar;CATDX351;Amoladora angular 9'' - 230mm 2250w - CATDX351 ;Herramientas electricas_Corte;"Incluye:
- Amoladora angular 9''
- Protector de disco de corte
- Llave inglesa
- Mango Auxiliar
- Manual de uso
";222.829,00;1
Caterpillar;CATCJ750;Arrancador de Bateria 12V - 750 Amper ;Herramientas electricas_Arrancadores y cargadores;;231.080,00;1
Caterpillar;CATDXB2;Bateria Li-Ion 18v 2ah - CATDXB2 ;Accesorios;;99.194,00;14
Caterpillar;CATDXB26;Batería12v 2,0 Ah para atornillador inalámbrico Dx15 - Cat Dxb26 ;Accesorios;"- Potencia: 12 V
- Amperaje: 2,0 Ah
- Tecnología: Lithium- ion";63.219,00;7
Caterpillar;CAT125214T8;Borcegos Founder Cuero Amarillo Talle 40 - RAO 125214 T 8.0 ;Seguridad industrial_Calzado;"- Capellada de cuero.
- Forro interno de nylon en malla suave y respirable.
- Forro interno suave en el área del calcetín y que posee la tecnología probiótica CLEANSPORT NXT? que controla el mal olor.
- Mediasuela que aporta acolchado de forma liviana.
- Suela de goma duradera y con gran tracción.
- Construcción Cement.
- Tecnologías: CLEANSPORT NXT?, Ease Footbed, Ease Technology.";179.864,00;1
Caterpillar;CAT125214T9;Borcegos Founder Cuero Amarillo Talle 42 - RAO 125214 T 9.0 ;Seguridad industrial_Calzado;"- Capellada de cuero.
- Forro interno de nylon en malla suave y respirable.
- Forro interno suave en el área del calcetín y que posee la tecnología probiótica CLEANSPORT NXT? que controla el mal olor.
- Mediasuela que aporta acolchado de forma liviana.
- Suela de goma duradera y con gran tracción.
- Construcción Cement.
- Tecnologías: CLEANSPORT NXT?, Ease Footbed, Ease Technology.";179.864,00;2
Caterpillar;CAT125214T10;Borcegos Founder Cuero Amarillo Talle 43 - RAO 125214 T 10.0 ;Seguridad industrial_Calzado;"- Capellada de cuero.
- Forro interno de nylon en malla suave y respirable.
- Forro interno suave en el área del calcetín y que posee la tecnología probiótica CLEANSPORT NXT? que controla el mal olor.
- Mediasuela que aporta acolchado de forma liviana.
- Suela de goma duradera y con gran tracción.
- Construcción Cement.
- Tecnologías: CLEANSPORT NXT?, Ease Footbed, Ease Technology.";179.864,00;2
Caterpillar;CAT125214T11;Borcegos Founder Cuero Amarillo Talle 44 - RAO 125214 T 11.0 ;Seguridad industrial_Calzado;"- Capellada de cuero.
- Forro interno de nylon en malla suave y respirable.
- Forro interno suave en el área del calcetín y que posee la tecnología probiótica CLEANSPORT NXT? que controla el mal olor.
- Mediasuela que aporta acolchado de forma liviana.
- Suela de goma duradera y con gran tracción.
- Construcción Cement.
- Tecnologías: CLEANSPORT NXT?, Ease Footbed, Ease Technology.";179.864,00;2
Caterpillar;CAT125214T12;Borcegos Founder Cuero Amarillo Talle 45 - RAO 125214 T 12.0 ;Seguridad industrial_Calzado;"- Capellada de cuero.
- Forro interno de nylon en malla suave y respirable.
- Forro interno suave en el área del calcetín y que posee la tecnología probiótica CLEANSPORT NXT? que controla el mal olor.
- Mediasuela que aporta acolchado de forma liviana.
- Suela de goma duradera y con gran tracción.
- Construcción Cement.
- Tecnologías: CLEANSPORT NXT?, Ease Footbed, Ease Technology.";179.864,00;1
Caterpillar;CAT135132T7;Botas Casual Prim Acordonada Gris Talle 39 - RAG 135132  T 7.0 ;Seguridad industrial_Calzado;"- Zapatillas Caterpillar mid acordonada de cuero y cuello en tricot
- Ojales hexagonales y gancho para un mejor ajuste
- Plantilla ortholite y suela de eva muy liviana y confortable de 4 cm de altura, con suelin de
goma con tecnología slip resistant para mayor adherencia y resistencia a la abrasión.";123.192,00;1
Caterpillar;CAT135132T9;Botas Casual Prim Acordonada Gris Talle 42 - RAG 135132 T 9.0 ;Seguridad industrial_Calzado;"- Zapatillas Caterpillar mid acordonada de cuero y cuello en tricot
- Ojales hexagonales y gancho para un mejor ajuste
- Plantilla ortholite y suela de eva muy liviana y confortable de 4 cm de altura, con suelin de
goma con tecnología slip resistant para mayor adherencia y resistencia a la abrasión.";134.898,00;1
Caterpillar;CAT135132T10;Botas Casual Prim Acordonada Gris Talle 43 - RAG 135132 T 10.0 ;Seguridad industrial_Calzado;"- Zapatillas Caterpillar mid acordonada de cuero y cuello en tricot
- Ojales hexagonales y gancho para un mejor ajuste
- Plantilla ortholite y suela de eva muy liviana y confortable de 4 cm de altura, con suelin de
goma con tecnología slip resistant para mayor adherencia y resistencia a la abrasión.";134.898,00;1
Caterpillar;CAT135132T11;Botas Casual Prim Acordonada Gris Talle 44 - RAG 135132 T 11.0 ;Seguridad industrial_Calzado;"- Zapatillas Caterpillar mid acordonada de cuero y cuello en tricot
- Ojales hexagonales y gancho para un mejor ajuste
- Plantilla ortholite y suela de eva muy liviana y confortable de 4 cm de altura, con suelin de
goma con tecnología slip resistant para mayor adherencia y resistencia a la abrasión.";134.898,00;1
Caterpillar;CATDXC4;Cargador de baterias 18v - CATDXC4 ;Accesorios;;49.795,00;7
Caterpillar;CATCB1500;Cargador mantenedor batería auto moto 6v 12v - CAT CB1500 ;Herramientas electricas_Arrancadores y cargadores;"- Estructura reforzada
- Corriente de carga: 1,5A
- Compatible con baterías gel y acido
- Carga automática inteligente / corta solo
- Carga de baterías de 6 y 12 volts
- Protección por conexión inversa";93.465,00;2
Caterpillar;CATJ22160;Carretilla de Acero CAT 170 Lts Hasta 227 Kg ;Construccion_Carga;"- Capacidad 170 lts.
- Soporta hasta 227 kg de carga.
- Cómodas empuñaduras ergonómicas.
- Hecha en acero resistente de 1.1 mm.
- Neumático sin cámara con dibujo de rodadura.
- Patas antideslizantes.
- Protector antideslizante para la parte delantera: reduce el deslizamiento durante la descarga.";286.127,00;1
Caterpillar;CATDX86;Cepillo Eléctrico 900w 82mm Con Guía Y Bolsa - Cat Dx86 ;Herramientas electricas_Lijado y pulido;"- Potencia: 900w
- Ancho de corte: 82 mm
- Profundidad máx de rebajado: 16 mm
- Profundidad máx de corte: 3.0 mm
- Velocidad sin carga: 16000/min
- Extracción de polvo y virutas sobre el costado izquierdo o derecho
- Base de aluminio con ranura en V
- Mango moldeado en goma
- Mando de ajuste de profundidad de corte
- Peso de la máquina: 2.80 Kg
- Incluye guía, llave de ajuste y bolsa";197.013,00;1
Caterpillar;CATDXB4K;Combo Bateria de Litio 4.0Ah + Cargador 4.0Ah ;Accesorios;;145.830,00;11
Caterpillar;CATCOMBO06;Combo Martillo Rotativo SDS 800W 1200RPM c/Maletin  CATDX26 + Juego Cinceles Enc SDS Plus 3 Piezas - 250mm CATDA03903 ;Ofertas y Promociones;"Codigos que incluye Combo:
- CATDX26
- CATDA03903";137.212,00;1
Caterpillar;CAT980003;Cuchillo plegable hoja 150mm - Caterpillar 980003 ;Hogar_Artesanias;"Material de la hoja 8Cr13MoV Acero inoxidable.
Mango. G-10.
Hoja de punta curva.
Botones de pulsar dobles.
Presilla para bolsillo.";38.474,00;5
Caterpillar;CATDA10116;Disco 115x1,6mm  para metal ;Accesorios;;5.443,00;1.623,00
Caterpillar;CATDA10123;Disco 180x1,6mm  para metal ;Accesorios;;15.013,00;487
Caterpillar;CATDA09011;Disco corte diamantado amoladora turbo 115mm - Cat Da09011 ;Accesorios;"- Tipo de disco: Turbo
- Diámetro externo del disco: 115mm.
- Diámetro interno del disco: 22,23mm.
- Velocidad Mínima: 6000rpm.
- Velocidad máxima: 13300rpm.
- Recomendado para: Ladrillos, concreto, mampostería";5.443,00;3
Caterpillar;CATDA09001;Disco corte diamantado segmentado 115mm - Cat Da09001 ;Accesorios;"- Tipo de disco: Segmentado
- Diámetro externo del disco: 115mm.
- Diámetro interno del disco: 22,23mm.
- Velocidad Mínima: 6000rpm.
- Velocidad máxima: 13300rpm.
- Recomendado para: Ladrillos, concreto, mampostería";4.899,00;4
Caterpillar;CATDA09022;Disco diamantado continuo 115mm ;Herramientas manuales_Corte y desbaste;;4.899,00;3
Caterpillar;CAT1800VE55;Hidrolavadora 1800 PSI - CAT1800VE55 ;Herramientas electricas_Limpieza;"- 4 boquillas pulverizadoras versátiles (0°, 15°, 25°, 40°). 
- Boquilla y pulverizador de espuma de 600 ml. 
- Un potente motor de 13 amperios y una bomba de 5 pistones generan hasta 135 bares / 1960 psi para una 
potencia de limpieza máxima. 
- Temperatura máxima: 40 °C. - Caudal máximo: 7.5 L/min. 
- Manguera de goma de alta presión de 5 metros. 
- Longitud del cable: 5 metros.
- Pistola metálica y varilla de limpieza.
- Compartimento de almacenamiento para todos los accesorios.
- Aguja de limpieza para boquillas pulverizadoras.
- Peso aproximado (incluidos los accesorios): 10.6 kg";489.512,00;1
Caterpillar;CATDA06001;Hoja caladora madera/plástico 100x1,2x6 TPI - CAT DA06001 ;Accesorios;"Hojas para sierra caladora con espiga en T, cortes rápidos para madera, 5 piezas, 4'', 6 dientes por pulgada, dientes triscados.
Producen cortes rápidos en madera y productos derivados. Eficiente y económica para uso profesional o bricolaje. Diseño con vástago en T para agarre y estabilidad máximos, compatible con el 90% de las marcas y modelos actuales de sierras caladoras.";4.082,00;3
Caterpillar;CATDA06002;Hoja caladora madera/plástico 100x1,2x6 TPI - CAT DA06002 ;Accesorios;"Hojas para sierra caladora con espiga en T, precisión para madera, 5 piezas, 4'', 6 dientes por pulgada
Producen cortes limpios y rápidos en madera y productos derivados. Eficiente y económica para uso profesional o bricolaje. Diseño con vástago en T para agarre y estabilidad máximos, compatible con el 90% de las marcas y modelos actuales de sierras caladoras.";4.082,00;4
Caterpillar;CATDA06003;Hoja caladora madera/plastico 115x1,2x10 TPI ;Accesorios;;4.082,00;4
Caterpillar;CATDA08201;Hoja sierra circular 184mm x 24D Multiproposito - CAT DA08201 ;Accesorios;;23.139,00;1
Caterpillar;CATDA08002;Hoja sierra circular para madera 7'' 184 mm 40 dientes - Cat CATDA08002 ;Accesorios;"- Diámetro de disco 184 mm
- Cantidad de dientes 40
- Eje central 30 mm
- Espesor 2,2 mm
- Máxima velocidad 7000 rpm
- Incluye 2 bujes de 20 y 16 mm";17.546,00;5
Caterpillar;CATDA03903;Juego Cinceles SDS Plus 3 Piezas ;Herramientas manuales_Sets de herramientas;;11.879,00;3
Caterpillar;CATDA01901;Juego puntas Intercambiables para destornillador 32 Piezas - Cat DA01901 ;Herramientas manuales_Sets de herramientas;"- 10 puntas Phillips
- 10 puntas Pozidraid
- 4 puntas Planas
- 6 puntas Torx
- 1 Soporte Magnético
- 1 Adaptador 1/4 pulgada
- 1 Estuche plástico";21.507,00;16
Caterpillar;CATDA06005;Juego Set 5 Hojas Sierra Caladora Para Metal 75mm - Cat Da06005 ;Herramientas manuales_Sets de herramientas;Las hojas básicas para metal son la opción económica para cortar chapa de metal no ferroso y metales delgados (ferroso y no ferroso). Ideales para cortes en línea recta y rápidos. Diseño con espiga en T para agarre y estabilidad máximos, compatible con el 90 % de las marcas y modelos actuales de sierras caladoras.;4.082,00;6
Caterpillar;CATDX48;Lijadora De Banda 950w Velocidad Variable - CAT DX48 ;Herramientas electricas_Lijado y pulido;"- Potencia: 950W
- Tensión nominal: 220-240V~ 50Hz/60Hz
- Velocidad sin carga: 240-350/min
- Tamaño de la banda: 76 x 533 mm
- Capacidad de lijado: 76 x 130 mm
- Sistema de ajuste del centrado de la banda de lijado
- Sistema de aspiración de polvo
- Mango moldeado en goma
- Control de velocidad variable
- Botón de bloqueo del interruptor
- Sistema de cambio rápido de banda de lijado

- Accesorios:
- 1 bolsa de recolección de polvo
- 1 banda de lija grano 80
- 1 adaptador para aspiración de polvo";237.118,00;2
